species,gene_names,description,term_ids
osa,DS5|ds5(t)|ds5|DESYNAPSIS 5|desynapsis5|desynapsis 5|desynapsis-5,,GO:0007135
osa,DS6|ds6(t)|ds6|DESYNAPSIS 6|desynapsis6|desynapsis 6|desynapsis-6,,GO:0007135
osa,DS7|ds7(t)|ds7|DESYNAPSIS 7|desynapsis7|desynapsis 7|desynapsis-7,,GO:0007135
osa,DS8|ds8(t)|ds8|DESYNAPSIS 8|desynapsis8|desynapsis 8|desynapsis-8,,GO:0007135
osa,DS9|ds9(t)|ds9|DESYNAPSIS 9|desynapsis9|desynapsis 9|desynapsis-9,,GO:0007135
osa,DU2|du2|DULL ENDOSPERM 2|dull endosperm2|dull endosperm 2|dull endosperm-2,low amylose content mutant  endosperm GRO0007045 09mature grain stage,GO:0005976|GO:0009568|TO:0000105|TO:0000196|PO:0009089
osa,"Os02g0612300|LOC_Os02g39890.2, LOC_Os02g39890.1|DU3|du3|OsCBP20|OsCBP20/du3|CBP20|DULL ENDOSPERM 3|dull endosperm3|dull endosperm 3|dull endosperm-3|dull 3|cap-binding protein 20",low amylose content mutant  endosperm GRO0007045 09mature grain stage Q84L14,GO:0005846|GO:0045292|GO:0031053|GO:0000166|GO:0009737|GO:0009651|GO:0009568|GO:0009408|GO:0006970|GO:0006370|GO:0005976|GO:0005634|GO:0005737|GO:0000394|GO:0000339|TO:0000615|TO:0000432|TO:0000105|TO:0000429|TO:0000196|TO:0000095|PO:0009089
osa,DU5|du5|DULL ENDOSPERM 5|dull endosperm5|dull endosperm 5|dull endosperm-5,dull endosperm low amylose content low amylose content mutant  endosperm GRO0007045 09mature grain stage,GO:0009568|GO:0005976|TO:0000196|TO:0000105|PO:0009089
osa,Os04g0461800|LOC_Os04g38810.1|DW2|dw2(fh2)|dw2|fh2|FH2|OsFH2|DEEP WATER TOLERANCE 2|deep water tolerance2|deep water tolerance-2|Formin-like protein 2|formin homology 2|forming family protein 2|FH2 protein 2|FH2 domain protein 2,LOCOs04g38810 A2XUA1indica Q7XUV2japonica  whole plant,GO:0016023|GO:0016021|GO:0009413|GO:0016020|GO:0003779|GO:0030036|TO:0000103|TO:0000170|PO:0000003
osa,DW3|dw3|DEEP WATER TOLERANCE 3|deep water tolerance3|deep water tolerance 3|deep water tolerance-3,Elongation of internodes in responce to deepwater  whole plant,GO:0009413|TO:0000103|TO:0000170|PO:0000003
osa,E2|HEADING DATE 2|Heading date2|Heading date 2|Heading date-2, inflorescence,GO:0009648|GO:0003700|TO:0000137|PO:0009049
osa,EF2|ef2 (=lf-1)|ef2(t) (lf1)|lf1|ef2|EARLINESS 2|late heading2|late heading 2|late heading-2,14 days later in heading than the original strain Taichung 65 T65 RGN1222  inflorescence,GO:0009648|GO:0003700|TO:0000137|PO:0009049
osa,EF3|ef3(t)|ef3|EARLINESS 3|late heading3|late heading 3|late heading-3,10 days later in heading than the original strain Taichung 65 T65 RGN1222  inflorescence,GO:0003700|GO:0009648|TO:0000137|PO:0009049
osa,EF4|ef4|ef4(t)|EARLINESS 4|late heading4|late heading 4|late heading-4,14 days later in heading than the original strain Taichung 65 T65 RGN1222  inflorescence,GO:0009648|GO:0003700|TO:0000137|PO:0009049
osa,EL|El|FLOATING HABIT|Floating habit|Floating habit (elongation ability),complementary with sd1 or d18k  plant structure  PO0000003 whole plant  PO0005005 shoot internode,GO:0009685|GO:0009413|TO:0000145|TO:0000103|TO:0000170|PO:0000003|PO:0005005|PO:0009011
osa,EML1|eml1|EMBRYOLESS 1|embryoless1,,GO:0009790|GO:0009653|GO:0009266
osa,EML1|eml1|EMBRYOLESS 1|embryoless1|embryoless 1|embryoless-1, embryo GRO0007044 06heading stage  GRO0007042 08dough stage  GRO0007045 09mature grain stage  GRO0007046 07milk stage,GO:0009888|GO:0009887|TO:0000432|TO:0000064|PO:0009009
osa,"Os04g0692750|LOC_Os04g59624.3, LOC_Os04g59624.2, LOC_Os04g59624.1|ENL1|enl1|ENDOSPERMLESS 1|endospermless1|endospermless 1|endospermless-1|SNF2 family helicase ENL1", embryo  PO0009089 endosperm orthologous to human Plk1Interacting Checkpoint Helicase PICH LOCOs04g59624 SNF2 family helicase,GO:0005737|GO:0007059|GO:0000280|GO:0005634|GO:0009790|GO:0009960|GO:0009653|GO:0007067|TO:0000587|TO:0000064|TO:0000231|TO:0000113|PO:0009009|PO:0009089|PO:0007633
osa,ENL1|enl1|ENDOSPERMLESS 1|endospermless1,,GO:0009653|GO:0009790
osa,ESBA|Esba|Esb1|EXTRA SCHLENCHYMATOUS BAND IN STEM A|Extra schlenchymatous band in stem-a|Extra schlenchymatous band in stem-1,Complementary with Esbb An extra sclerencymatous band is found in the stem of this mutant454 Extra schlenchymatous band in stem  stem,GO:0030154|TO:0000361|PO:0009047
osa,ESBB|Esbb|Esb2|EXTRA SCHLENCHYMATOUS BAND IN STEM B|Extra schlenchymatous band in stem-b|Extra schlenchymatous band in stem-2,Complementary with Esba An extra sclerenchymatous band is found in the stem of this mutant 454 Extra schlenchymatous band in stem  stem,GO:0030154|TO:0000361|PO:0009047
osa,ESP4|Esp4|10/16-H|ENDOSPERM STORAGE PROTEIN 4|Endosperm storage protein4|Endosperm storage protein 4|regulatory gene for PB-I.|Endosperm storage protein-4, endosperm GRO0007045 09mature grain stage,GO:0045735|TO:0000490|PO:0009089
osa,EST11|Est11(t)|Est11|ESTERASE 11|Esterase11|Esterase 11|Esterase-11,"Dimers. The band migrates faster than that of Est2 and slower than that of Est12, expressed as a double band. No variant in Asian cultivars.",GO:0016787|GO:0016788
osa,EST4|Est4|ESTERASE 4|Esterase4|Esterase 4|Esterase-4,L(AG).,GO:0016787|GO:0016788
osa,EST6|Est6|ESTERASE 6|Esterase6|Esterase 6|Esterase-6,P(ST). Differential allel frequencies between Indica and Japonica types.,GO:0016787|GO:0016788
osa,EST8|Est8|ESTERASE 8|Esterase8|Esterase 8|Esterase-8,P(ST).,GO:0016787|GO:0016788
osa,FES1|fes1|FEMALE STERILE 1|female sterile1|female sterile 1|female sterile-1,Its pollen function is normal but due to a low rate of embryosac formation fes1fes1 results in a semisterility In the double recessive homozyote with fes2fes2 the seed setting becomes as low as 2 to 5 This sterility is transmitted to the next generation  gynoecium ,GO:0007275|TO:0000358|PO:0009062
osa,FES2|fes2|FEMALE STERILE 2|female sterile2|female sterile 2|female sterile-2,Its pollen function is normal but due to a low rate of embryosac formation fes2fes2 results in a semisterility In the double recessive homozyote with fes1fes1 the seed setting becomes as low as 2 to 5 This sterility is transmitted to the next generation  gynoecium,GO:0007275|TO:0000358|PO:0009062
osa,FES3|Fes3(Fes2)|Fs|Fes3|FEMALE STERILE 3|Female sterile3|Female sterile 3|Female sterile-3, gynoecium,GO:0007275|TO:0000358|PO:0009062
osa,Os06g0717200|LOC_Os06g50340.1|FON1|OsFON1|fon1|OsRLCK219|RLCK219|FLORAL ORGAN NUMBER 1|floral organ number1|floral organ number 1|floral organ number-1|CLV1 orthologue|Receptor-like Cytoplasmic Kinase 219,AB182388 CLV1like LRR receptor kinase  lodicule  PO0006455 carpel sensu Poaceae  PO0000230 inflorescence meristem  PO0000229 floral meristem  PO0006441 stamen sensu Poaceae  PO0009046 flower GRO0007139 Avegetative stage  GRO0007157 panicle development LOCOs06g50340 a rice ortholog of Arabidopsis CLV1HAR1NARK KC609110KC609119 O sativa and wild rice species partial cds,GO:0005886|GO:0048316|GO:0005524|GO:0009887|GO:0010080|GO:0004674|GO:0004672|GO:0004713|GO:0030154|GO:0010229|GO:0048833|GO:0006468|GO:0004702|GO:0009888|GO:0016021|GO:0032940|GO:0016020|GO:0009934|TO:0000052|TO:0000249|TO:0000653|TO:0000621|TO:0000499|TO:0000346|TO:0000225|TO:0000223|TO:0000145|TO:0000079|TO:0000184|PO:0001083|PO:0009030|PO:0009036|PO:0009046|PO:0009029|PO:0000230|PO:0000229|PO:0009010|PO:0001170|PO:0009049
osa,Os11g0595400|LOC_Os11g38270.1|FON2|fon2|FON4|OsFON4|FON2/FON4|TG1|FLORAL ORGAN NUMBER 2|floral organ number2|floral organ number 2|floral organ number-2|floral organ number4|floral organ number 4|twin-grain1|twin-grain 1, flower AB245090 A0MH06 DQ836359 a Putative Ortholog of Arabidopsis CLAVATA3 OsFON4 in Bakshi et al 2017,GO:0009887|GO:0009888|GO:0005576|GO:0030154|GO:0007275|TO:0000499|TO:0006038|TO:0002759|TO:0000445|PO:0009046
osa,FOR1|for1|FLOWER ORGANIZATION 1|flower organization1|flower organization 1|flower organization-1, flower,GO:0009887|GO:0009888|TO:0000499|PO:0009046
osa,FSC|Fsc(Fc)|Fc|Fsc|FUSCOID CELLS ATTACHED TO VASCULAR BUNDLES|Fuscoid cells attached to vascular bundles,Fuscoid cells are those with big vacuoles occurring on either side of the vascular bandle in the leaf balde They are commonly found in bamboo but are rare in rice 454  stem,GO:0007275|TO:0000361|PO:0009047
osa,Os07g0669500|LOC_Os07g47330.1|FZP|fzp|OsBD1|BD1|OsERF#078|OsERF078|OsERF78|ERF78|AP2/EREBP#133|AP2/EREBP133|BFL1|FRIZZY PANICLE|frizzy panicle|BRANCHED SILKLESS 1 homolog|ethylene response factor 78|APETALA2/ethylene-responsive element binding protein 133|BRANCHED FLORETLESS 1|FRIZZLE PANICLE,Frizzy plants produce no seed being propagated as heterozygotes  Development of the rachis branches appears to be normal but small branches continue to be formed instead of spikelets  These branches appear to produce multiple rachillas 238 fzp is located on chromosome 7 flanked by markers R1789 bs 3817R ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR  inflorescence  PO0009046 flower AB103120 AB568302,GO:0003677|GO:0010074|GO:0010582|GO:0045449|GO:0003700|GO:0048497|GO:0005634|GO:0007275|GO:0006351|GO:0010093|GO:0010229|TO:0000152|TO:0000050|TO:0002759|TO:0000499|TO:0000089|TO:0000621|PO:0009046|PO:0009049|PO:0001083
osa,G2|G2(Gm|Gl)|Gl|Gm|LONG STERILE LEMMAS 2|Long sterile lemmas2|Long sterile lemmas 2|Long sterile lemmas-2,Steril lemmas grow long as same as lemma Incomplete dominance  lemma,GO:0007275|TO:0000240|PO:0009037
osa,G6PD1|G6pd1(t)|G6pd1|GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE 1|Glucose-6-phosphate dehydrogenase1|Glucose-6-phosphate dehydrogenase 1|Glucose-6-phosphate dehydrogenase-1,,GO:0004345
osa,GL2|gl2|GLABROUS LEAF AND HULL 2|glabrous leaf and hull2|glabrous leaf and hull 2|glabrous leaf and hull-2, palea  PO0020039 leaf lamina  PO0009037 lemma,GO:0030154|TO:0000417|TO:0000055|PO:0009037|PO:0009038|PO:0020039
osa,GLC|glc|GEL CONSISTENCY|gel consistency(hard)|gel consistency,The differences between hard and soft hard and medium and soft gel consistency are under monogenic control Multiple allels at glc locus glc hard glca medium and glcb soft  seed,GO:0045735|TO:0000211|PO:0009010
osa,GLE1|gle1. gle1|GLOBULAR EMBRYO 1|globular embryo1|globular embryo 1|globular embryo-1,This mutant does not differentiate any embryonic organs but stays in a globular morphology even fully matured  embryo GRO0007044 06heading stage  GRO0007042 08dough stage  GRO0007045 09mature grain stage  GRO0007046 07milk stage,GO:0009888|GO:0009887|TO:0000064|PO:0009009
osa,GLE2|gle2|GLOBULAR EMBRYO 2|globular embryo2|globular embryo 2|globular embryo-2,This mutant does not differentiate any embryonic organs but stays in globular morphology even fully matured  embryo GRO0007044 06heading stage  GRO0007042 08dough stage  GRO0007045 09mature grain stage  GRO0007046 07milk stage,GO:0009888|GO:0009887|TO:0000064|PO:0009009
osa,GLE3|gle3|GLOBULAR EMBRYO 3|globular embryo3|globular embryo 3|globular embryo-3,This mutant does not differentiate any embryonic organs but stays in a globular morphology even fully matured  embryo GRO0007044 06heading stage  GRO0007042 08dough stage  GRO0007045 09mature grain stage  GRO0007046 07milk stage,GO:0009887|GO:0009888|TO:0000064|PO:0009009
osa,GLH1|Glh1|GREEN LEAFHOPPER RESISTANCE 1|Green leafhopper resistance1|Green leafhopper resistance 1|Green leafhopper resistance-1, plant structure  PO0000003 whole plant,GO:0009625|TO:0000212|PO:0000003|PO:0009011
osa,GLH2|Glh2|GREEN LEAFHOPPER RESISTANCE 2|Green leafhopper resistance2|Green leafhopper resistance 2|Green leafhopper resistance-2, plant structure  PO0000003 whole plant,GO:0009625|TO:0000212|PO:0000003|PO:0009011
osa,GLH4|glh4|GREEN LEAFHOPPER RESISTANCE 4|green leafhopper resistance4|green leafhopper resistance 4|green leafhopper resistance-4, plant structure  PO0000003 whole plant,GO:0009625|TO:0000212|PO:0000003|PO:0009011
osa,GLH5|Glh5|GREEN LEAFHOPPER RESISTANCE 5|Green leafhopper resistance5|Green leafhopper resistance 5|Green leafhopper resistance-5, plant structure  PO0000003 whole plant,GO:0009625|TO:0000212|PO:0000003|PO:0009011
osa,GLH7|Glh7|GREEN LEAFHOPPER RESISTANCE 7|Green leafhopper resistance7|Green leafhopper resistance 7|Green leafhopper resistance-7, plant structure  PO0000003 whole plant,GO:0009625|TO:0000212|PO:0000003|PO:0009011
osa,GLU2|Glu2(Gt1)|Gt1|Glu2|GLUTELIN 2|Rice glutelin2|Rice glutelin 2|Rice glutelin-2, seed,GO:0045735|TO:0000490|PO:0009010
osa,GLU3|Glu3(Gt3)|Gt3|Glu3|GLUTELIN 3|Rice glutelin3|Rice glutelin 3|Rice glutelin-3, seed,GO:0045735|TO:0000490|PO:0009010
osa,GLU4|Glu4|OsGLU4|GLUTELIN 4|Rice glutelin4|Rice glutelin-4|glutelin-4, seed,GO:0045735|TO:0000490|PO:0009010
osa,GLU5|Glu5|OsGLU5|GLUTELIN 5|Rice glutelin5|Rice glutelin 5|Rice glutelin-5|glutelin-5, seed GRO0007047 02seedling  GRO0007235 13coleoptile emergence stage,GO:0045735|TO:0000490|PO:0009010
osa,GLU6|Glu6(GluA4)|Glu6|GluA4|GluA-4|GLUTELIN 6|Rice glutelin6|Rice glutelin 6|Rice glutelin-6,pseudogene  seed,GO:0045735|TO:0000490|PO:0009010
osa,"Os02g0249600|LOC_Os02g15150.2, LOC_Os02g15150.1|GLU7|Glu7(GluB2)|Glu7|GluB2|GLUB2|GLUB-2|GluB-2|GluB-7|GLUB7|GLUTELIN 7|Rice glutelin7|Rice glutelin-7|Glutelin type-B 2 precursor|Glutelin type-B 2|Glutelin type-B 7|Glutelin type-B 2 acidic chain|Glutelin type-B 2 basic chain",LOCOs02g15150 Q02897 AY427570 promoter  seed GluB2 in Mitsukawa et al 1998 X54192,GO:0016023|GO:0045735|TO:0000490|PO:0009010
osa,Os01g0762500|LOC_Os01g55690.1|GLUA1|Glua1|GLUA-1|GluA-1|GluA1|Glu19|OsEnS-16|GLUTELIN SUBFAMILY A1 FROM WILD RICE SPECIES|Glutelin subfamily A1 from wild rice species|Glutelin subfamily A-1 from wild rice species|Glutelin type-A 1 precursor|Glutelin type-A 1|Glutelin type I|Glutelin type-A 1 acidic chain|Glutelin type-A 1 basic chain|Rice glutelin-19|glutelin-19|endosperm-specific gene 16,M17513 X52153 promoter sequence EU264102 promoter sequence P07728  seed LOCOs01g55690 EF122458,GO:0016023|GO:0045735|TO:0000490|PO:0009010
osa,Os10g0400200|LOC_Os10g26060.1|GLUA2|Glua2|GLUA-2|GluA-2|Glu20|GluA2|OsEnS-137|GLUTELIN SUBFAMILY A2 FROM WILD RICE SPECIES|Glutelin subfamily A2 from wild rice species|Glutelin type-A 2 precursor|Glutelin type-A 2|Glutelin type II|Glutelin type-A 2 acidic chain|Glutelin type-A 2 basic chain|Glutelin subfamily A-2 from wild rice species|Rice glutelin-20|glutelin-20|endosperm-specific gene 137,Y00687 D00584 X06149 EU264103 promoter sequence P07730  seed LOCOs10g26060,GO:0016023|GO:0045735|TO:0000490|PO:0009010
osa,Os03g0427300|LOC_Os03g31360.1|GLUA3|Glua3|GLUA-3|GT22|GT3|Glu21|GluA-3|OsEnS-47|EnS-47|GLU3|GLUTELIN SUBFAMILY A3 FROM WILD RICE SPECIES|Glutelin subfamily A3 from wild rice species|Glutelin type-A 3 precursor|Glutelin type-A 3|Glutelin type-A 3 acidic chain|Glutelin type-A 3 basic chain|Rice glutelin-21|glutelin-21|endosperm-specific gene 47|glutelin 3,X54313 Q09151 EU264104 promoter sequence  seed LOCOs03g31360 GLU3 in Xu et al 2016,GO:0009791|GO:0009845|GO:0048316|GO:0000003|GO:0016023|GO:0009415|GO:0009651|GO:0009737|GO:0045735|TO:0000615|TO:0000237|TO:0006001|TO:0000653|TO:0000490|PO:0009010|PO:0007057|PO:0001170|PO:0007022
osa,GM1|Gm1|Gm-1|GM-1|GALL MIDGE RESISTANCE 1|Gall midge resistance1|Gall midge resistance 1|Gall midge resistance-1,Gall midge resistance gene located on chromosome 9 between markers RM444 and RM219  plant structure  PO0000003 whole plant Gm1 is mapped within 018 Mb region on chromosome 9 between the SSR markers RM23941 and RM23956 Yasala et al 2012,GO:0009625|TO:0000423|PO:0000003|PO:0009011
osa,GM3|gm3|GALL MIDGE RESISTANCE 3|gall midge resistance3|gall midge resistance 3|gall midge resistance-3, plant structure  PO0000003 whole plant Two SSR markers RM17473 and RM17480 located on chromosome 4L are linked to gm3 at a genetic distance of  32 cM and  20 cM respectively Sama et al 2010,GO:0009625|TO:0000423|PO:0000003|PO:0009011
osa,GM4|Gm4(t)|Gm4|Gm4t|GALL MIDGE RESISTANCE 4|Gall midge resistance4(t)|Gall midge resistance4|Gall midge resistance 4|Gall midge resistance-4,Gall midge resistance gene located on the short arm of chromosome 8  plant structure  PO0000003 whole plant Gm4t mapped onto chromosome 8 between markers R1813 and S1633B Mohan et al 1997 Gm4 is mapped within 033 Mb region on chromosome 8 between the SSR markers RM22551 and RM22562 Yasala et al 2012,GO:0009625|TO:0000423|PO:0000003|PO:0009011
osa,GRH2|Grh2|GREEN RICE LEAFHOPPER RESISTANCE 2|Green rice leafhopper resistance2,,GO:0009625|TO:0000212
osa,GRH3|Grh3|Grh3(t)|GREEN RICE LEAFHOPPER RESISTANCE 3|Green rice leafhopper resistance3|Green rice leafhopper resistance 3|Green rice leafhopper resistance-3, plant structure  PO0000003 whole plant,GO:0009625|TO:0000212|PO:0000003|PO:0009011
osa,GSV|Gsv(Gs)|Gs|Gsv|GRASSY STUNT RESISTANCE|Grassy stunt resistance,Resistant to the grassy stunt a viral disease transmitted by brown planthopper Infested plants become sterile One of the most serious viral disease in the tropical Asia  shoot,GO:0009615|TO:0000127|TO:0000213|PO:0009006
osa,GT|Gt(t)|Gt|HIGH GELATINIZATION TEMPERATURE|High gelatinization temperature, endosperm GRO0007045 09mature grain stage,GO:0016051|TO:0000462|PO:0009089
osa,H(T)|H(t)|Hcr|HARDNESS OF COOKED RICE|Hardness of cooked rice, endosperm GRO0007045 09mature grain stage,GO:0016051|TO:0000587|TO:0000489|PO:0009089
osa,HCA1|hca1|HYBRID CHLOROSIS-A|hybrid chlorosis-a,complementary hybrid chlorosis  flower,GO:0048544|GO:0015995|TO:0000042|PO:0009046
osa,HCA2|hca2|HYBRID CHLOROSIS-A|hybrid chlorosis-a,hybrid chlorosis  flower,GO:0009873|GO:0015995|TO:0000042|PO:0009046
osa,HE|He|HELMINTHOSPORIUM ORYZAE RESISTANCE|Helminthosporium oryzae resistance, plant structure  PO0000003 whole plant,GO:0009620|TO:0000356|TO:0000323|PO:0000003|PO:0009011
osa,HLB|Hlb|Hl2|HAIRY LEAF-B|Hairy leaf-b|Hairy leaf-2,Complementary with Hla Thick and long hairs on leaves Pleiotropic effects on hair length of panicle branches but no remarkable effect in pubescence of floral glumes 299  leaf lamina,GO:0030154|TO:0000055|PO:0020039
osa,HPR1|hpr1|HYDROXYPROLINE RESISTANCE1|hydroxyproline resistance1|hydroxyproline resistance 1|hydroxyproline resistance-1, plant structure  PO0000003 whole plant,GO:0009628|TO:0000482|PO:0000003|PO:0009011
osa,HPR2(T)|hpr2(t)|hpr2|HYDROXYPROLINE RESISTANCE2|hydroxyproline resistance2|hydroxyproline resistance 2|hydroxyproline resistance-2, plant structure  PO0000003 whole plant,GO:0009628|TO:0000482|PO:0000003|PO:0009011
osa,HPR3(T)|hpr3(t)|hpr3|HYDROXYPROLINE RESISTANCE3|hydroxyproline resistance3|hydroxyproline resistance 3|hydroxyproline resistance-3, plant structure  PO0000003 whole plant,GO:0009628|TO:0000482|PO:0000003|PO:0009011
osa,HWA1|Hwa1(L1a)|L-1-a(La)|L1a|Hwa1|HYBRID WEAKNESS A1|Hybrid weakness a1|Hybrid weakness (lethal)-a1,This gene causes hybrid lethal complementarily with Hwa2  flower GermplasmPTB10 HWA1 gene is mapped between RM27051 and RM27068,GO:0007275|GO:0048544|TO:0000042|TO:0000355|PO:0009046
osa,HWA2|Hwa2(L1b)|L-1-b(Lb)|L1b|Hwa2|HYBRID WEAKNESS A2|Hybrid weakness a2|Hybrid weakness (lethal)-a2,This gene causes hybrid lethal complementarily with Hwa1  flower GermplasmPTB7 HWA2 gene is mapped between RM27051 and RM27068,GO:0007275|GO:0048544|TO:0000042|TO:0000355|PO:0009046
osa,HWB1|hwb1(w'a)|w'a|hwb1|HYBRID WEAKNESS B1|hybrid weakness b1|f2 weakness-b1,This gene causes F1 weakness complementarily with hwb2  flower,GO:0007275|GO:0048544|TO:0000355|TO:0000046|PO:0009046
osa,HWB2|hwb2(w'b)|w'b|hwb2|HYBRID WEAKNESS B2|hybrid weakness b2|f2 weakness-b2,This gene causes F1 weakness complementarily with hwb1  flower,GO:0007275|GO:0048544|TO:0000355|TO:0000046|PO:0009046
osa,HWC1|Hwc1(L2a)|L-2-a|Lr1|Hwc-1|L2a|HYBRID WEAKNESS C1|Hybrid weakness c1|Hybrid weakness (lethal)-c1,This gene causes hybrid lethal complementarily with Hwc2  flowerSo far Jamaica has been the only cultivar carrying the Hwc11 allele ,GO:0048544|GO:0007275|TO:0000042|TO:0000355|PO:0009046
osa,HWC2|Hwc2(L2b)|L-2-b|Lr2|Hwc-2|L2b|Hwc2|HYBRID WEAKNESS C2|Hybrid weakness c2|Hybrid weakness (lethal)-c2,This gene causes hybrid lethal complementarily with Hwc1  flowerMany Japanese cultivars carry Hwc21 allele ,GO:0048544|GO:0007275|TO:0000042|TO:0000355|PO:0009046
osa,IANA|IAna|SUPPRESSOR FOR AWN A|Suppressor for awn|Suppressor for awn-a, awn GRO0007044 06heading stage  GRO0007042 08dough stage  GRO0007045 09mature grain stage  GRO0007046 07milk stage,GO:0007275|TO:0000072|PO:0006032
